,0,1,2,sentiment
43,2020-12-05 20:05:54,1.33531E+18,"RT @lift_and_thrift: Check out Calphalon 13"" Flat Bottom Wok Contemporary Stainless Steel #155 Stir Fry EUC https://t.co/BVptBMpa54 @eBay",2
44,2020-12-05 19:48:29,1.33531E+18,"Check out Calphalon 13"" Flat Bottom Wok Contemporary Stainless Steel #155 Stir Fry EUC https://t.co/BVptBMpa54 @eBay",2
45,2020-12-05 15:54:35,1.33525E+18,@InAWomansWorld @katalogued SS Calphalon set we received as a wedding gift ten years ago. Pretty much daily use on gas and induction tops and in the oven too. Every time they get gross one of us gives in and uses BKF. https://t.co/RMTwGwMF5b,3
46,2020-12-04 23:07:48,1.335E+18,my mom sent me a calphalon self-sharpening knife set for my birthday/christmas... 🙏 finally replacing the sorry set of cuisinarts i got for cheap a decade ago,3
47,2020-12-04 15:40:18,1.33489E+18,"@HoltAshleyN I've had that full set of stainless steel Calphalon pans which are great- and a couple years ago I added a couple of nonstick Calphalon pans which are oven safe up to like 400 I think.  Not sure if I've done that, but they're good pans.  I routinely take the SS ones stove-&gt;oven.",3
48,2020-12-04 03:11:44,1.3347E+18,"Calphalon’s Convection Oven doubles as an air fryer, now $120 shipped (Reg. up to $200) https://t.co/bKXJlBm0JI",2
49,2020-12-03 20:16:46,1.33459E+18,@PillowPrincesse Calphalon. Henckles.,2
50,2020-12-03 17:36:34,1.33455E+18,This sleek Calphalon hybrid air fryer and convection oven is $80 off (today only) - CNET (David Watsky/CNET Bloggers) https://t.co/Y7Vxy0Vlvp,3
51,2020-12-03 17:28:36,1.33455E+18,"This sleek Calphalon hybrid air fryer and convection oven is $80 off, today only - CNET https://t.co/FXO6fOrKl0",3
52,2020-12-03 17:27:04,1.33455E+18,"This sleek Calphalon hybrid air fryer and convection oven is $80 off, today only - CNET https://t.co/NlvyZL5k9R",3
53,2020-12-03 17:07:53,1.33454E+18,This sleek Calphalon hybrid air fryer and convection oven is $80 off (today only) – CNET https://t.co/Ay3uzQjb8T,3
54,2020-12-03 16:38:33,1.33454E+18,This sleek Calphalon hybrid air fryer and convection oven is $80 off (today only) - CNET... (https://t.co/K5kNoLH1iE),3
55,2020-12-03 16:34:57,1.33454E+18,This sleek Calphalon hybrid air fryer and convection oven is $80 off (today only) https://t.co/y9Y01ACiKa,3
56,2020-12-03 16:21:29,1.33453E+18,This sleek Calphalon hybrid air fryer and convection oven is $80 off (today only) https://t.co/IOWDAcCEFC,3
57,2020-12-03 16:13:49,1.33453E+18,"Calphalon's Convection Oven doubles as an air fryer, now $120 shipped (Reg. up to $200) https://t.co/zGKuuy2uPm by @justinkahnmusic",3
58,2020-12-03 16:11:02,1.33453E+18,"Calphalon Precision Control Air Fryer Toaster Oven, Black - $119.99 Shipped https://t.co/mM1uLFbOnK",3
59,2020-12-03 15:23:18,1.33452E+18,"Calphalon Precision Air Fry Convection Oven
* #BestBuy #DealoftheDay *

$119.99 (Save 40%)
https://t.co/zwZrGFV6Qf

See more deals at https://t.co/x4zm35q6cJ
#Deals #BestBuyDeals #PetesDailyDeals @calphalonathome #Calphalon #airfry #convection #oven #Cooking #Baking #Kitchen",3
60,2020-12-03 15:03:54,1.33451E+18,🔥Best Buy tiene Hoy 12/3 este Horno de Convección y Freidora de Aire Calphalon a solo $119.99 en especial https://t.co/XsZn9VRLdS,2
61,2020-12-03 14:24:52,1.3345E+18,Calphalon Air Fry Convection Oven Only $119.99 Shipped on https://t.co/mvCiEd8REx (Regularly $200) https://t.co/VIIW9avOYy,3
62,2020-12-03 14:11:53,1.3345E+18,Typical variety on the Best Buy Daily Deal page - a full set up for online videos for or a combo air fryer &amp; convection oven - https://t.co/1LAZnP2jem https://t.co/6QPS6rJaVt https://t.co/Q4asIxojxz,2
63,2020-12-03 10:33:58,1.33445E+18,"Calphalon Contemporary Hard-Anodized Aluminum Nonstick Cookware, Panini Pan and – #getoutdoors https://t.co/CpRDSdWiMK",2
64,2020-12-03 08:35:34,1.33442E+18,"@evolvingSoulll I just bought this one. 

https://t.co/onbzKAi0Y6",3
65,2020-12-03 07:45:00,1.3344E+18,"Calphalon Precision Air Fry Convection Oven for $119.99 (reg $200)

=&gt; https://t.co/u3nufV2GPC https://t.co/bddvg1Fshw",2
66,2020-12-03 04:41:30,1.33436E+18,@CadieJacobs @erehberg19 are u at calphalon 🥴,1
67,2020-12-03 04:34:33,1.33436E+18,"@PsodaRhona @lecreuset @AllClad Me too. I also have Staub,  a set of copper Calphalon, &amp; Swiss brand Spring @Culinaris_eu. I love the copper, but it doesn’t work on induction. Same w/ Spring ... 2 plain pots work, not the gold-handle series. I merged 4 houses of cookware yet have no induction frying pans !!!!!!",2
68,2020-12-03 02:28:48,1.33432E+18,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @GoodBadStupid @GeorgiaRomano7 #poshmark #fashion #style #shopmycloset #calphalon: https://t.co/kNHxC1MADX https://t.co/uUDVt1hkGO,2
69,2020-12-03 02:03:30,1.33432E+18,"@TheSpiritJuice Stupid autocorrect.  Yeah I like Calphalon a lot.  Just as long as you don’t use metal and wait for it to cool down all the way before washing, it should last a long time.",3
70,2020-12-03 01:56:00,1.33432E+18,@CFD_Jay Calphalon? My most recent one was a Calphalon but I guess I didn't take care of it properly.,2
71,2020-12-03 01:09:03,1.3343E+18,"@robinksg We have an induction stove so they don’t work, instead we have calphalon stainless steel set. It cleans up nicely in the dishwasher",3
72,2020-12-03 00:52:14,1.3343E+18,"@edixon1213 @TheKitchenista Sorry! Just seeing this. Got this on Black Friday! Emphasis on Black Friday 😭

https://t.co/j2Easu9XaY",2
73,2020-12-02 23:45:24,1.33428E+18,"@REALMizkif please get a Calphalon Set: https://t.co/AsXV4RBENB

https://t.co/LvUF8pw7NB",3
74,2020-12-02 18:17:50,1.3342E+18,got me new calphalon pots and pans in. no one speak to me https://t.co/P59URfq01W,3
75,2020-12-02 15:22:16,1.33416E+18,You’ve hit a different stage in life when you receive emails from calphalon and get excited about it. 👨🏽,3
76,2020-12-02 12:24:09,1.33411E+18,Shop today for all your kitchen essentials @savvy_decor #kitchenutensils #kitchendecor https://t.co/1qIFGvzWRy https://t.co/eHubMhgmPu,2
77,2020-12-02 07:52:55,1.33404E+18,"Calphalon Premier Hard-Anodized Nonstick 11-Inch Square Grill Pan, Black – #getoutdoors https://t.co/RPh22cpQyd",2
78,2020-12-02 02:43:57,1.33397E+18,I’m about invest in a Calphalon anodized cookware set cuz that’s the best shit I ever cooked with,3
79,2020-12-01 21:26:04,1.33389E+18,I want a Calphalon pot set,3
80,2020-12-01 21:25:00,1.33388E+18,Calphalon Contemporary Cookware: An In-Depth Review https://t.co/wOcmasn1UJ,3
81,2020-12-01 20:21:06,1.33387E+18,"@mckallal We've really liked our Calphalon pots &amp; pans. Plust we just used the warranty on a few that we got for our wedding 11yrs ago, and it was SO easy.",3
82,2020-12-01 11:39:02,1.33374E+18,I got Calphalon pot and pans now. I’m in the game,3
83,2020-12-01 02:19:23,1.3336E+18,"@mckallal We have a Calphalon set that we really like. My mom and dad have Circulon, which has basically the same cooking surface, but nicer handles and such. If you have a Kohls membership, snagging either with a 30% off coupon is worth it!",3
84,2020-12-01 01:00:47,1.33358E+18,"Portfolio for $NWL: Paper Mate, Sharpie, Dymo, EXPO, Parker, Elmer's, Coleman, Marmot, Oster, Sunbeam, FoodSaver, Mr. Coffee, Graco, Baby Jogger, NUK, Calphalon, Rubbermaid, Contigo, First Alert and Yankee Candle.

~5% divy yield Not gonna get rich here, but could be a swinger.",2
85,2020-11-30 23:00:09,1.33355E+18,I just added this listing on Poshmark: Calphalon nonstick Bakeware 14 x 16 open box. https://t.co/oKJxch11rR via @poshmarkapp #shopmycloset,3
86,2020-11-30 22:55:24,1.33355E+18,I just added this listing on Poshmark: Calphalon Premier Stainless Steel 5 Qt. https://t.co/lqREp6y8Ga via @poshmarkapp #shopmycloset,3
87,2020-11-30 22:32:37,1.33354E+18,"Grease your cast iron or ORIGINAL (not nonstick) Calphalon pan and heat it on the stove. Turn off the burner.
Mix up your cornbread. Then let it sit for 10 minutes.
After 8 of those ten minutes turn the burner back on. At ten minutes stir the mixture and pour into hot pan.",3
88,2020-11-30 22:29:44,1.33354E+18,"Horror. I don't use cast iron for cornbread.
I use a 24 year old original Calphalon pan.
It hasn't screwed up yet.
I have some tips. https://t.co/Z4zD8Qrx7X",3
89,2020-11-30 22:08:20,1.33353E+18,@notorious_BID We just got a Calphalon set that’s fantastic,3
90,2020-11-30 20:47:32,1.33351E+18,"@notorious_BID Good calphalon SS pots, a 12” cast iron pan, one Dutch oven, and a small and larger ceramic non-stick or hexclad fry pans. Hexclad seems cool",3
91,2020-11-30 20:21:10,1.33351E+18,@TheKitchenista sweet! i was looking at Calphalon! so now i know i'm looking in the right place. Thanks for your help!,3
92,2020-11-30 20:11:46,1.3335E+18,"@RichRoritaQuan Oh ok! I would look at Calphalon or All-clad. They have a range of products at diff price points, but I have never had issues with their quality. I mostly use cast iron or hard-anodized nonstick (vs stainless steel) but that’s personal pref.",3
93,2020-11-30 19:05:02,1.33349E+18,"Calphalon Premier Space Saving Nonstick Pots and Pans, 15-Piece, Black https://t.co/D7YbNEAEuH scrummykitchenstore https://t.co/Eu3vWci4d6",2
94,2020-11-30 18:41:16,1.33348E+18,Should I get the Calphalon hard-anodized cookware set or the GreenPan Valencia Pro set?,2
95,2020-11-30 18:09:04,1.33347E+18,@allybock @gwinfinitejest i got the calphalon temp iq espresso machine. it had the most similar technology (at &lt;$400) to commercial machines and i love it so far!,3
96,2020-11-30 16:47:24,1.33345E+18,"@notorious_BID Really depends on the kinds of things you plan to cook. Calphalon is a good general-purpose thing. Copper is kinda niche (and a bitch to maintain), but worth it if  you need it. Stainless steel is OK, but needs additional features to be really good.",3
97,2020-11-30 14:54:12,1.33342E+18,"Calphalon Premier Stainless Steel Pots and Pans 8-Piece Cookware Set Only $199.99!
https://t.co/hxanN8gsnU",2
98,2020-11-30 07:11:33,1.33331E+18,@angelamromack @kristiebihn I’ve always been partial to calphalon.,3
99,2020-11-29 23:48:05,1.3332E+18,"@kirstiealley Ridgid 18 volt tool set
Calphalon cooking set
Tires for my vehicle
Vizio px75 hdtv
Samsung note 20 ultra phone",2
